OGC_FID,status,licensetype,issuedate,premisesaddress,x,y,business
197,ACTIVE,20,1984-04-20T,"2205 VIA DE LA VALLE, SAN DIEGO, CA  92014",6253349.16568,1937671.26765,Del Mar Shell
198,ACTIVE,41,1984-01-26T,"82-84 BROADWAY, CHULA VISTA, CA  91910",6302321.823,1813159.083,Filippis Pizza Grotto
199,ACTIVE,21,1984-04-19T,"2567 UNIVERSITY AVE, SAN DIEGO, CA  92104",6289100.63225,1853197.89323,United Market Liquor
200,ACTIVE,21,1984-08-06T,"700 N COAST HWY, OCEANSIDE, CA  92054",6213290.706,2019279.806,Red & White
201,ACTIVE,21,1984-03-12T,"2996 NATIONAL AVE, SAN DIEGO, CA  92113",6291041.62577,1834258.35238,Ideal Market 2
202,ACTIVE,57,1984-06-14T,"15150 SAN DIEGUITO RD, SAN DIEGO, CA  92067",6268712.33017,1937941.25094,
203,ACTIVE,21,1984-02-21T,"6405 UNIVERSITY AVE, SAN DIEGO, CA  92115",6313235.57822,1855250.32126,Party House Liquor
204,ACTIVE,21,1984-03-26T,"275 E ST, CHULA VISTA, CA  91910",6306135.10083,1815642.0128,7 Eleven Food Store
205,ACTIVE,41,1984-06-11T,"487 HARBOR DR S, OCEANSIDE, CA  92054",6212916.35897,2020952.61538,Dennys Restaurant 1935
206,ACTIVE,47,1984-05-18T,"2725 SHELTER ISLAND DR, SAN DIEGO, CA  92106",6260698.78877,1843446.13492,
207,ACTIVE,41,1984-06-13T,"1010 S COAST HIGHWAY 101, ENCINITAS, CA  92024",6241916.25083,1959409.67901,St Germains Cafe
208,ACTIVE,42,1985-02-26T,"4001 W POINT LOMA BLVD, SAN DIEGO, CA  92110-5641",6262725.7664,1855320.24691,
209,SUREND,21,1984-06-07T,"1694 NATIONAL AVE, SAN DIEGO, CA  92113",6285303.94344,1836902.51761,National Liquor House
210,ACTIVE,21,1984-11-29T,"350 W EL NORTE PKWY, ESCONDIDO, CA  92026",6319143.257,1999461.607,Vons 2049
211,SUREND,47,1985-04-01T,"625 SATURN BLVD, SAN DIEGO, CA  92154",6302388.1449,1794229.5796,Carrows 0194
212,ACTIVE,41,1984-11-30T,"7398 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92111",6282293.01854,1884157.00007,Cocos 0606
213,ACTIVE,41,1984-11-26T,"10430 FRIARS RD, SAN DIEGO, CA  92120",6300883.35344,1868856.74868,Cocos 608
214,ACTIVE,41,1984-11-21T,"1321 ENCINITAS BLVD, ENCINITAS, CA  92024",6251987.68951,1962056.30025,Round Table Pizza
215,ACTIVE,41,1985-01-22T,"7612 LINDA VISTA RD, STE 116 & 117, SAN DIEGO, CA  92111",6282813.72514,1872874.46752,
216,ACTIVE,21,1984-12-28T,"1363 E VISTA WAY, VISTA, CA  92084",6263124.53892,2024562.34831,Rite Aid Store 5642
217,ACTIVE,20,1985-12-05T,"3292 ROOSEVELT ST, CARLSBAD, CA  92008",6226610.60176,2002613.24696,Lolas 7Up Market & Deli
218,ACTIVE,47,1986-06-23T,"1050 N HARBOR DR, SAN DIEGO, CA  92101",6277545.76198,1841805.2067,Bay Cafe The
219,ACTIVE,47,1986-06-23T,"4455 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",6271179.86072,1884574.40763,Panda Country Restaurant
220,ACTIVE,21,1985-02-22T,"3392 UNIVERSITY AVE, SAN DIEGO, CA  92104",6293857.94125,1853488.45364,
221,ACTIVE,21,1985-04-23T,"5102 IMPERIAL AVE, SAN DIEGO, CA  92114",6304906.54343,1837326.33455,Green Cat Liquor
222,ACTIVE,41,1985-05-13T,"16769 BERNARDO CENTER DR, STE K11, SAN DIEGO, CA  92128",6309169.01692,1951338.72562,Akai Hana
223,ACTIVE,47,1985-12-16T,"2131 SHELTER ISLAND DR, SAN DIEGO, CA  92106",6261563.63843,1841819.21064,Bay Club Hotel & Marina
224,ACTIVE,21,1985-05-13T,"6196 FEDERAL BLVD, SAN DIEGO, CA  92114",6311369.56905,1846062.96288,Big K Market
225,ACTIVE,20,1985-06-06T,"6150 YARROW DR, STE C, CARLSBAD, CA  92011",6248307.39683,1990218.13863,Palomar Deli
226,ACTIVE,21,1985-06-17T,"2087 SAN ELIJO AVE, ENCINITAS, CA  92007",6245219.38323,1953210.98789,Cardiff Seaside Market
227,ACTIVE,41,1985-07-23T,"1580 SUN VALLEY RD, SOLANA BEACH, CA  92075",6258175.84291,1944873.04011,Lomas Santa Fe Executive Golf Course
228,ACTIVE,41,1985-09-30T,"1143 HIGHLAND AVE, NATIONAL CITY, CA  91950",6300449.01289,1826351.88619,Chuck E Cheeses 439
229,ACTIVE,41,1985-10-07T,"9840 HIBERT ST, SAN DIEGO, CA  92131",6296351.85788,1913663.42294,Chuck E Cheeses 443
230,ACTIVE,51,1986-06-30T,"3149 MAIN ST, CHULA VISTA, CA  91911",6310508.60638,1797064.2716,Fraternal Order Of Eagles 3142
231,SUREND,41,1985-10-10T,"1027 UNIVERSITY AVE, SAN DIEGO, CA  92103-3309",6283520.9725,1853173.756,California Cuisine
232,ACTIVE,41,1986-01-03T,"439 HORTON PLZ, SAN DIEGO, CA  92101",6277833.395,1849912.674,Wonder Sushi Plus
233,ACTIVE,47,1985-09-24T,"5505 JACKSON DR, LA MESA, CA  91942",6325526.24746,1864389.89021,Hearth House The
234,ACTIVE,41,1986-02-28T,"1439 SWEETWATER RD, NATIONAL CITY, CA  91950",6305049.48538,1821206.12963,National City Golf Course
235,ACTIVE,44,1985-09-30T,"315 HARBOR DR S, OCEANSIDE, CA  92054",6213304.31672,2020702.59734,Helgrens Oceanside Sportfishing
236,ACTIVE,44,1985-09-30T,"315 HARBOR DR S, OCEANSIDE, CA  92054",6213304.31672,2020702.59734,Helgrens Oceanside Sportfishing
237,ACTIVE,21,1985-11-04T,"4597 PARK BLVD, SAN DIEGO, CA  92116",6286206.80813,1857773.89304,Buds Liquor
238,ACTIVE,41,1985-10-09T,"5050 NEWPORT AVE, SAN DIEGO, CA  92107",6253655.98157,1853314.04421,Newport Pizza & Ale House
239,ACTIVE,21,1986-07-08T,"12666 POWAY RD, POWAY, CA  92064",6314231.66038,1928672.98902,Rite Aid Store 5637
240,ACTIVE,20,1985-12-19T,"1085 E MAIN ST, EL CAJON, CA  92021",6348100.10371,1869870.92602,Big Lots 4012
241,ACTIVE,21,1986-06-02T,"13255 BLACK MOUNTAIN RD, SAN DIEGO, CA  92129",6293200.4733,1929436.49654,Vons 2081
242,ACTIVE,41,1985-12-23T,"9323-27 MIRA MESA BLVD, SAN DIEGO, CA  92126",6285244.854,1912866.971,Szechuan House
243,ACTIVE,41,1985-12-20T,"425 ROBINSON AVE, SAN DIEGO, CA  92103",6281627.98031,1852726.33333,
244,ACTIVE,41,1986-01-14T,"GOLF COURSE DR GOLF COURSE, SAN DIEGO, CA  92102",6288855.405,1844584.24,19Th Hole
245,ACTIVE,47,1986-02-03T,"1670 COAST BLVD, DEL MAR, CA  92014",6249446.145,1931396.364,Poseidon Restaurant
246,ACTIVE,48,1991-01-31T,"5038-1/2 NEWPORT AVE, SAN DIEGO, CA  92107",6253442.08,1853313.44,Cheswicks West
247,ACTIVE,41,1986-03-24T,"475 HOTEL CIR S, SAN DIEGO, CA  92108-3402",6279354.74198,1858680.08609,Bunz
248,ACTIVE,21,1986-04-28T,"14328 OLDE HIGHWAY 80, EL CAJON, CA  92021",6370046.08027,1888331.62914,
249,ACTIVE,41,1986-07-14T,"988 CIVIC CENTER DR, STE A, VISTA, CA  92083",6259724.17161,2014465.4029,Mama N Papas Pizza Grotto
250,ACTIVE,21,1986-08-20T,"7245 BROADWAY, LEMON GROVE, CA  91945",6318189.08258,1850776.27747,Grove Liquor
251,ACTIVE,21,1986-08-27T,"1211 GARNET AVE, SAN DIEGO, CA  92109",6255067.94493,1871592.80373,Trader Joes 21
252,ACTIVE,21,1986-07-23T,"703-05 E VALLEY PKWY, ESCONDIDO, CA  92025",6323200.008,2004572.094,Snack & Bottle Shop
253,ACTIVE,20,1986-07-16T,"495 S MEADOWBROOK DR, SAN DIEGO, CA  92114",6323016.23902,1834623.52505,Gas Depot The
254,ACTIVE,47,1986-08-18T,"1201 HOTEL CIR S, SAN DIEGO, CA  92108",6277785.96095,1857154.24841,Albies Beef Inn
255,ACTIVE,64,1986-10-16T,"79 HORTON PLZ, SAN DIEGO, CA  92101",6277833.395,1849912.674,San Diego Repertory Theatre Inc
256,ACTIVE,47,1986-08-07T,"1750 SAN PABLO DR, SAN MARCOS, CA  92078",6270263.70974,1990833.03704,Lake San Marcos Country Club
257,ACTIVE,21,1986-08-28T,"7788 REGENTS RD, SAN DIEGO, CA  92122",6262662.85307,1894994.31813,Vons 2012
258,ACTIVE,47,1986-07-21T,"1031 S COAST HIGHWAY 101, STE 101, ENCINITAS, CA  92024",6242197.02782,1959487.11679,Sushi Do
259,ACTIVE,41,1986-07-28T,"3422 TRIPP CT, SAN DIEGO, CA  92121",6259558.3273,1914227.5956,Atlanta West Catering
260,ACTIVE,21,1986-11-07T,"4131 HOME AVE, SAN DIEGO, CA  92105",6298322.53804,1844144.02891,Andersons Market Liquor And Deli
261,ACTIVE,54,1986-08-20T,"998 W MISSION BAY DR, SAN DIEGO, CA  92109",6255483.87225,1862918.66049,Bahia Beau
262,ACTIVE,21,1986-08-18T,"6139 BALBOA AVE, SAN DIEGO, CA  92111",6277427.43827,1879265.27778,Crest Balboa Liquor & Deli
263,ACTIVE,41,1986-11-26T,"304 W MISSION RD, SAN MARCOS, CA  92069",6280924.22333,1997304.91519,Mr Taco Mexican Food
264,ACTIVE,20,1987-10-07T,"795 SHADOWRIDGE DR, VISTA, CA  92083",6264238.31313,2005545.24238,Circle K Store 1984
265,ACTIVE,21,1986-12-09T,"2570 VISTA WAY, OCEANSIDE, CA  92054",6231323.9822,2011106.74691,Trader Joes 22
266,ACTIVE,47,1987-04-28T,"5302 NAPA ST, SAN DIEGO, CA  92110",6270301.87282,1859836.34793,Tio Leos Mexican Restaurant
267,ACTIVE,51,1987-01-02T,"8670 MIRAMAR RD, STE S & T, SAN DIEGO, CA  92126",6289334.99798,1906330.26605,Mira Mesa Moose Lodge 2108
268,ACTIVE,21,1987-03-03T,"3681 AVOCADO BLVD, LA MESA, CA  91941",6343691.263,1852127.994,Vons 2365
269,ACTIVE,21,1987-02-27T,"3993 GOVERNOR DR, SAN DIEGO, CA  92122",6268945.47198,1891653.68519,Vons 2370
270,ACTIVE,21,1987-03-03T,"950 N 2ND ST, EL CAJON, CA  92021",-1,-1,Vons 2367
271,ACTIVE,21,1987-02-27T,"351 W FELICITA AVE, ESCONDIDO, CA  92025",6309616.169,1982009.33172,Vons 2344
272,ACTIVE,21,1987-02-27T,"985 TAMARACK AVE, CARLSBAD, CA  92008",6229763.5214,2000704.68206,Vons 2343
273,ACTIVE,21,1987-02-27T,"1000 W EL NORTE PKWY, ESCONDIDO, CA  92026",6319146.625,1999838.241,Vons 2345
274,ACTIVE,21,1987-07-10T,"6155 EL CAJON BLVD, SAN DIEGO, CA  92115",6310982.9356,1857759.99383,Vons 2352
275,ACTIVE,21,1987-02-23T,"3610 ADAMS AVE, SAN DIEGO, CA  92116",6295868.15532,1858832.6215,Vons 2358
276,ACTIVE,21,1987-03-02T,"2606 DEL MAR HEIGHTS RD, SAN DIEGO, CA  92130",6255798.82519,1926914.91358,Vons 2348
277,ACTIVE,21,1987-03-18T,"4145 30TH ST, SAN DIEGO, CA  92104",6291247.39781,1855047.54256,Vons 2355
278,ACTIVE,21,1987-02-27T,"6555 MISSION GORGE RD, SAN DIEGO, CA  92120",6301534.83976,1869119.49383,Vons 2359
279,ACTIVE,21,1987-03-02T,"665 SATURN BLVD, SAN DIEGO, CA  92154",6302673.59152,1793560.01488,Vons 2338
280,ACTIVE,86,1987-03-03T,"868 ORANGE AVE, CORONADO, CA  92118",6275771.69941,1831342.51075,Vons 2364
281,ACTIVE,21,1987-03-03T,"13438 POWAY RD, POWAY, CA  92064",6320250.06439,1928793.37218,Vons 2349
282,ACTIVE,47,1987-03-20T,"4110 MISSION BLVD, SAN DIEGO, CA  92109",6252978.36713,1869382.33653,Tony Romas Restaurant
283,ACTIVE,41,1986-11-25T,"7160 MIRAMAR RD, STE 100 & 102, SAN DIEGO, CA  92121",6282456.11142,1901460.49696,Simas Grill & Deli
284,ACTIVE,54,1987-08-06T,"1715 STRAND WAY, # B2, CORONADO, CA  92118",6277470.74974,1827743.41447,Hornblower Cruises & Events
285,ACTIVE,20,1988-06-23T,"1161 E VALLEY PKWY, ESCONDIDO, CA  92025",6314677.923,1979072.657,Circle K Store 8545
286,ACTIVE,47,1987-03-25T,"2444 SAN DIEGO AVE, SAN DIEGO, CA  92110",6271447.57895,1854769.31579,Miguels Cocina
287,ACTIVE,47,1987-03-16T,"9350 FUERTE DR, LA MESA, CA  91941",6332316.64196,1863588.54821,Brigantine The
288,ACTIVE,20,1987-03-26T,"1625 E VALLEY PKWY, ESCONDIDO, CA  92027",6302423.712,2003854.192,Big Lots 4007
289,ACTIVE,47,1987-05-11T,"275 5TH AVE, SAN DIEGO, CA  92101",6303400.752,1984758.149,Old Spaghetti Factory The
290,ACTIVE,41,1987-03-16T,"879 W HARBOR DR, STE C, SAN DIEGO, CA  92101",6278065.17697,1838978.83951,Asassio Pizza Pasta Plus
291,ACTIVE,21,1987-05-28T,"3790 VOLTAIRE ST, SAN DIEGO, CA  92107",6260405.75708,1850883.02813,Rushings Liquor & Deli
292,ACTIVE,51,1988-03-24T,"3636 RUFFIN RD, SAN DIEGO, CA  92123",6294348.0948,1875584.0732,Kearny Mesa Moose
293,SUREND,48,1987-05-28T,"7057-61 EL CAJON BLVD, SAN DIEGO, CA  92115-1825",6300177.828,1855588.479,Shamrock Shack Bar & Grill
294,ACTIVE,41,1987-07-09T,"103 HORTON PLZ, SAN DIEGO, CA  92101",6277833.395,1849912.674,Cafe Nordstrom
295,ACTIVE,20,1987-07-08T,"747 E SAN YSIDRO BLVD, SAN DIEGO, CA  92173",6321561.74603,1778591.36508,Mercado International 88
296,ACTIVE,47,1987-06-03T,"956 BROADWAY CIR, SAN DIEGO, CA  92101-6114",6283027.611,1841309.91425,Dobsons Bar & Restaurant
297,ACTIVE,47,1987-06-30T,"901 CAMINO DEL RIO S, SAN DIEGO, CA  92108",-1,-1,Hilton San Diego Mission Valley
298,ACTIVE,20,1987-08-07T,"4127 MONROE AVE, SAN DIEGO, CA  92116",6298340.78541,1856908.20624,Monroe Market
299,ACTIVE,48,1987-12-21T,"126 CHESTERFIELD DR, ENCINITAS, CA  92007",6245607.77745,1952469.16467,Shanty The
300,ACTIVE,41,1987-07-31T,"595 GRAND AVE, CARLSBAD, CA  92008",6225350.44631,2004127.5076,Grand Deli The
301,ACTIVE,41,1989-01-05T,"39 E 7TH ST, NATIONAL CITY, CA  91950",-1,-1,Oriental Cafe
302,ACTIVE,47,1987-09-02T,"2655 S HIGHWAY 101, ENCINITAS, CA  92007-2112",6248684.038,1940681.793,Las Olas Mexican Restaurant
303,ACTIVE,41,1987-08-26T,"2634 DEL MAR HEIGHTS RD, SAN DIEGO, CA  92014",6255895.23085,1927360.36314,Le Bambou Restaurant
304,ACTIVE,47,1988-10-11T,"4110 HOME AVE, SAN DIEGO, CA  92105",6298081.79595,1844254.94726,Chiquitas Mexican Restaurant
305,ACTIVE,41,1988-02-09T,"7027 FRIARS RD, SAN DIEGO, CA  92108",6279846.23469,1860819.2153,Neiman Marcus
306,ACTIVE,20,1987-12-09T,"9340 MIRA MESA BLVD, SAN DIEGO, CA  92126",6293585.4995,1915035.647,Big Lots 4127
307,ACTIVE,41,1987-11-09T,"270 E VIA RANCHO PKWY, ESCONDIDO, CA  92025",6236875.005,2025732.217,Cafe Nordstrom
308,ACTIVE,47,1987-11-05T,"1165 GARNET AVE, SAN DIEGO, CA  92109",6254856.13279,1871561.21749,Big Berthas Freds Mexican Cafe Typhoon Saloon
309,ACTIVE,20,1989-05-22T,"10520 CAMINO RUIZ, SAN DIEGO, CA  92126",-1,-1,Circle K Store 8688
310,ACTIVE,40,1987-11-30T,"10999 SORRENTO VALLEY RD, SAN DIEGO, CA  92121",6263214.919,1909091.06,Sorrento Valley Racquetball & Fitness Center
311,ACTIVE,47,1987-10-09T,"4848 TECOLOTE RD, SAN DIEGO, CA  92110",6269808.75724,1863629.48765,San Diego Tennis & Racquet Club
312,ACTIVE,41,1989-01-19T,"3250 GOVERNOR DR, SAN DIEGO, CA  92122",6265340.99607,1891126.65505,Family Round Table Pizza
313,ACTIVE,48,1988-01-25T,"3600 MAIN ST, SAN DIEGO, CA  92113",6295023.3128,1830779.53934,Petes Cocktails
314,ACTIVE,21,1988-03-10T,"4725 CLAIREMONT DR, SAN DIEGO, CA  92117",6268303.07244,1883190.72222,Vons 2120
315,ACTIVE,52,1988-03-31T,"853 TURQUOISE ST, SAN DIEGO, CA  92109",6251946.33147,1875497.47671,Pacific Beach Post 5985 Vfw
316,ACTIVE,21,1989-05-08T,"740 OTAY LAKES RD, CHULA VISTA, CA  91910",6330474.161,1815612.213,Rite Aid Store 5614
317,ACTIVE,21,1988-02-17T,"640 N COAST HIGHWAY 101, ENCINITAS, CA  92024",6239724,1967326.001,Leucadia Liquor Inc
318,ACTIVE,20,1988-03-14T,"1410 E PLAZA BLVD, NATIONAL CITY, CA  91950",6303385.20386,1826970.74884,Big Lots 4126
319,ACTIVE,47,1988-02-05T,"8915 CARLTON HILLS BLVD, SANTEE, CA  92071",6332718.92354,1885980.40935,Marietas Restaurant
320,ACTIVE,54,1988-03-07T,"998 W MISSION BAY DR, SAN DIEGO, CA  92109",6255483.87225,1862918.66049,Bahia Belle
321,ACTIVE,47,1988-04-04T,"945 W SAN MARCOS BLVD, SAN MARCOS, CA  92078",6274809.52494,1994194.36897,Amf Eagle Bowl
322,SUREND,20,1988-07-01T,"3070 REYNARD WAY, SAN DIEGO, CA  92103-5435",6278698.52618,1849326.29545,7 Eleven 2121 19974
323,SUREND,20,1988-07-01T,"201 OAK AVE, CARLSBAD, CA  92008",6224933.57477,2002445.65284,7 Eleven 2111 13601
324,ACTIVE,20,1988-07-01T,"4205 VOLTAIRE ST, SAN DIEGO, CA  92107",6258724.2309,1851841.88569,7 Eleven 2121 18824
325,ACTIVE,20,1988-07-01T,"3019 MEADE AVE, SAN DIEGO, CA  92116",6291149.43211,1856375.89363,7 Eleven 2121 21799
326,ACTIVE,20,1988-07-01T,"1030 N BROADWAY, ESCONDIDO, CA  92026",6305545.88287,1993494.49122,7 Eleven 2111 22894
327,ACTIVE,20,1988-07-01T,"1303 IMPERIAL BEACH BLVD, IMPERIAL BEACH, CA  91932",6298227.62499,1790531.82117,7 Eleven 2131 23982
328,ACTIVE,20,1988-07-01T,"5150 LINDA VISTA RD, SAN DIEGO, CA  92110",6270429.00001,1859517.03056,7 Eleven 2121 13644
329,ACTIVE,20,1988-07-01T,"1285 PICADOR BLVD, SAN DIEGO, CA  92154",6314031.60482,1789648.07715,7 Eleven 2131 13588
330,ACTIVE,20,1988-07-01T,"1531 W MISSION RD, STE G, SAN MARCOS, CA  92069",6272819.31987,1999848.56997,7 Eleven 2111 21142
331,ACTIVE,20,1988-07-01T,"3603 COLLEGE AVE, SAN DIEGO, CA  92115",6312978.847,1852241.459,7 Eleven 2121 19987
332,ACTIVE,20,1988-07-01T,"9251 CARLTON HILLS BLVD, SANTEE, CA  92071",6331963.17464,1888239.59194,7 Eleven 2121 13661
333,ACTIVE,21,1988-07-05T,"6571 EL CAJON BLVD, SAN DIEGO, CA  92115",6313631.77856,1859769.28752,7 Eleven 2121 20174
334,ACTIVE,21,1988-05-10T,"1145 ROSECRANS ST, SAN DIEGO, CA  92106",6259856.50081,1843730.86475,Village Store The
335,ACTIVE,21,1988-06-28T,"412 W CEDAR ST, SAN DIEGO, CA  92101",6279700.40546,1843763.0187,West Cedar Market
336,ACTIVE,21,1989-07-31T,"8011 UNIVERSITY AVE, LA MESA, CA  91941",6323099.66518,1859288.32993,Vons 2093
337,ACTIVE,21,1988-05-10T,"3645 MIDWAY DR, SAN DIEGO, CA  92110",6264716.34807,1855126.41832,Vons 2053
338,ACTIVE,20,1988-04-29T,"945-951 PARK BLVD, SAN DIEGO, CA  92101",6284957.745,1845339.79,Popular Market
339,ACTIVE,47,1988-07-08T,"951-59 PALM AVE, IMPERIAL BEACH, CA  91932",6227480.891,2001946.927,Scoreboard The
340,ACTIVE,21,1988-05-16T,"3189 MAIN ST, CHULA VISTA, CA  91911",6310724.06463,1797063.58396,
341,ACTIVE,47,1988-08-12T,"3780 SPORTS ARENA BLVD, SAN DIEGO, CA  92110",6265417.40896,1856122.64545,Red Lobster 519
342,ACTIVE,47,1988-08-12T,"8330 MIRA MESA BLVD, SAN DIEGO, CA  92126",6287098.85054,1913250.69246,Red Lobster 520
343,ACTIVE,21,1988-08-05T,"8694 LAKE MURRAY BLVD, SAN DIEGO, CA  92119",6327263.39921,1872690.61888,Rite Aid Store 5656
344,ACTIVE,47,1988-07-18T,"550 VIA DE LA VALLE, SOLANA BEACH, CA  92075",6252384.44583,1937984.49822,Red Tractons Restaurant
345,ACTIVE,41,1988-08-29T,"2481 VISTA WAY, OCEANSIDE, CA  92054",6230617.28341,2012177.19753,Chuck E Cheeses 45
346,ACTIVE,45,1988-06-20T,"1403 SCOTT ST, SAN DIEGO, CA  92106-2728",6260928.36735,1844760.85714,Daily Double Sportfishing
347,ACTIVE,20,1989-06-22T,"11205 CAMINO RUIZ, SAN DIEGO, CA  92126",-1,-1,7 Eleven 2111 25629
348,ACTIVE,41,1988-09-07T,"850 DEL MAR DOWNS RD, SOLANA BEACH, CA  92075",6251350.24818,1938353.23309,
349,ACTIVE,21,1988-08-18T,"1825 W VISTA WAY, STE A, VISTA, CA  92083",6246336.505,2014004.5545,Emerald Spirits
350,ACTIVE,48,1988-10-20T,"1865 W VISTA WAY, VISTA, CA  92083",6246227.21863,2013641.64887,Stagecoach Inn
351,ACTIVE,20,1988-09-08T,"1771 ORO VISTA RD, SAN DIEGO, CA  92154",6306372.45602,1786259.20101,7 Eleven 2131 27771
352,ACTIVE,20,1988-10-11T,"372 4TH AVE, SAN DIEGO, CA  92101",-1,-1,Cost Plus World Market
353,ACTIVE,21,1988-08-18T,"4100 ADAMS AVE, SAN DIEGO, CA  92116-2506",6298167.66265,1858652.89123,Clems Bottle House
354,ACTIVE,20,1988-09-19T,"1761 GREENFIELD DR, EL CAJON, CA  92021",6356981.11111,1875675.44444,Greenfield Mobil
355,ACTIVE,48,1988-10-27T,"24 & 28 PALM AVE, IMPERIAL BEACH, CA  91932",6227480.891,2001946.927,Ye Olde Plank Inn
356,ACTIVE,20,1989-03-06T,"2485 CORONADO AVE, SAN DIEGO, CA  92154",6257354.928,1848039.553,Coronado Shell
357,ACTIVE,21,1988-10-24T,"4404 TEXAS ST, SAN DIEGO, CA  92116",6288295.09584,1856584.60487,Texas Food & Spirits
358,ACTIVE,20,1989-05-08T,"1410 E MAIN ST, EL CAJON, CA  92021",6352524.0885,1871367.062,Smog Pros S D
359,SUREND,47,1989-04-04T,"1020 SAN MARCOS BLVD, 136-138, SAN MARCOS, CA  92078",6273642.80195,1994116.45617,Brunos Italian Restaurant
360,ACTIVE,21,1989-04-12T,"3770 VOLTAIRE ST, SAN DIEGO, CA  92107",6260571.3269,1850881.48454,Stumps Market
361,ACTIVE,47,1988-10-25T,"2604 5TH AVE, SAN DIEGO, CA  92103",6304467.834,1985558.905,Mandarin House Restaurant
362,ACTIVE,21,1989-07-12T,"1201 AVOCADO AVE, EL CAJON, CA  92020",6343930.83513,1864085.99864,Vons 3044
363,ACTIVE,21,1989-01-18T,"3100 E PLAZA BLVD, NATIONAL CITY, CA  91950",6308679.07182,1829044.92554,7 Eleven 2131 18978
364,ACTIVE,45,1989-01-06T,"315 HARBOR DR S, OCEANSIDE, CA  92054",6213304.31672,2020702.59734,Sea Star Sportsfishing
365,ACTIVE,21,1989-03-06T,"440 W FELICITA AVE, STE 105, ESCONDIDO, CA  92025",6308915.42045,1982416.42438,Marcus Liquor & Deli
366,SUREND,20,1989-07-21T,"9972 SCRIPPS RANCH BLVD, SAN DIEGO, CA  92131",6301047.52362,1909311.93357,7 Eleven 2111 21806
367,ACTIVE,20,1989-03-22T,"2211 PACIFIC BEACH DR A, SAN DIEGO, CA  92109",6261167.11111,1871057.88889,Campland By The Bay
368,ACTIVE,20,1989-03-23T,"2211 PACIFIC BEACH DR, STE B, SAN DIEGO, CA  92109",6261167.11111,1871057.88889,
369,ACTIVE,51,1989-05-18T,"14955 VIA DE LA VALLE, SAN DIEGO POLO CLUB, SAN DIEGO, CA  92014",6264635.33431,1939462.38496,San Diego Polo Club
370,ACTIVE,47,1989-05-24T,"932 ORANGE AVE, CORONADO, CA  92118",6275572.63074,1830973.7681,
371,ACTIVE,41,1989-11-28T,"8378 PARKWAY DR, STES N & O, LA MESA, CA  91942",6325814.42981,1864197.22747,Pietros Cucina Italiana Inc
372,ACTIVE,41,1989-04-26T,"9210 DOWDY DR, STES A & B, SAN DIEGO, CA  92126",6286294.98625,1904568.21806,Deli Mart
373,ACTIVE,54,1989-07-12T,"1715 STRAND WAY, B DOCK, CORONADO, CA  92118",6277470.74974,1827743.41447,Hornblower Cruises & Events
374,ACTIVE,41,1989-05-04T,"3126 CARLSBAD BLVD, CARLSBAD, CA  92008",6240488.75625,2018100.50396,Armenian Cafe The
375,ACTIVE,47,1989-07-12T,"100 BROADWAY, CHULA VISTA, CA  91910",6301512.61121,1815335.01212,Zorbas Family Restaurant
376,ACTIVE,48,1989-07-19T,"708-10 GARNET AVE, SAN DIEGO, CA  92109",6261659.425,1873391.376,7 10 Beach Club
377,ACTIVE,47,1989-08-03T,"3695 INDIA ST, SAN DIEGO, CA  92103-4749",6275675.7891,1851156.73103,El Indio Mexican Restaurant And Catering
378,ACTIVE,47,1989-07-17T,"300 CARLSBAD VILLAGE DR, STE 114, CARLSBAD, CA  92008",6224874.7813,2003406.33646,
379,ACTIVE,41,1989-08-03T,"600 PALM AVE, STE 100, IMPERIAL BEACH, CA  91932",6302937.67705,1829040.52044,Giant Pizza King 5
380,ACTIVE,41,1989-07-24T,"2511 CORONADO AVE, STE E, SAN DIEGO, CA  92154",6257811.251,1847702.295,Dos Panchos
381,ACTIVE,48,1991-03-13T,"5028 NEWPORT AVE, SAN DIEGO, CA  92107",6253777.66806,1853207.82329,Sunshine Co Saloon Ltd
382,ACTIVE,20,1989-08-21T,"349 CEDAR ST, SAN DIEGO, CA  92101",6281339.5,1843616.24074,
383,ACTIVE,41,1989-08-18T,"531-533 S COAST HWY 101, ENCINITAS, CA  92024",6243747.853,1955105.5,Encinitas Cafe The
384,ACTIVE,41,1989-07-28T,"110 W WASHINGTON ST, SAN DIEGO, CA  92103",6280572.74961,1853948.14375,El Cuervo Mexican Restaurant
385,ACTIVE,20,1989-08-11T,"104 W SAN YSIDRO BLVD, SAN DIEGO, CA  92173",6316869.50009,1781550.99074,San Ysidro Chevron
386,ACTIVE,21,1990-01-18T,"4840 NIAGARA AVE, SAN DIEGO, CA  92107",6254787.93521,1852189.77001,Rite Aid Store 5647
387,ACTIVE,48,1989-10-13T,"2231 S EL CAMINO REAL, STE C, OCEANSIDE, CA  92054-5775",6261019.797,1936914.786,Maxdons
388,ACTIVE,41,1989-09-26T,"2212 CARMEL VALLEY RD, SAN DIEGO, CA  92014",6253323.55471,1921167.36911,Sams Pizza
389,ACTIVE,41,1989-10-30T,"308 MISSION AVE, OCEANSIDE, CA  92054",6215735.0225,2016609.2705,
390,ACTIVE,21,1989-10-13T,"263 E GRAND AVE, ESCONDIDO, CA  92025",6307912.8136,1989260.55805,7 Eleven 2111 21786
